2024-07-01 04:40:20,491 | INFO | __main__ | 
2024-07-01 04:42:29,195 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:30,201 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:30,201 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:31,205 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:31,205 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:32,212 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:32,212 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:33,222 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:33,222 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:34,235 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:34,235 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:35,247 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:35,247 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:36,260 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:36,260 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:37,273 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:37,273 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:38,288 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:38,288 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:39,300 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:39,300 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:40,308 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:40,308 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:41,318 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:41,318 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:42,331 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:42,331 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:43,338 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:43,338 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:44,348 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:44,348 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:45,363 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:45,363 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:46,374 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:46,374 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:47,388 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:47,388 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:48,398 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:48,398 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:49,410 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:49,410 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:50,422 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:50,422 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:51,433 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:51,433 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:52,443 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:52,443 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:53,453 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:53,453 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:54,462 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:54,462 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:55,463 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:55,463 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:56,472 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:56,472 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:57,482 | DEBUG | __mp_main__ | Queue is empty, checking for termination signal...
2024-07-01 04:42:57,482 | DEBUG | __mp_main__ | Waiting for file_path from queue...
2024-07-01 04:42:57,946 | INFO | utils.utils | Graceful shutdown initiated...
2024-07-01 04:42:57,946 | INFO | __mp_main__ | KeyboardInterrupt caught in transcription worker.
2024-07-01 04:42:57,946 | DEBUG | __mp_main__ | Transcription worker ended.
2024-07-01 04:42:58,063 | DEBUG | __main__ | Audio capture and processing stream has ended.
2024-07-01 04:42:58,444 | INFO | utils.utils | All processes and threads have been shut down.
2024-07-01 04:42:58,444 | INFO | __main__ | Main application terminated.
2024-07-01 04:43:42,315 | INFO | __main__ | 



2024-07-01 04:43:42,315 | INFO | __main__ | Starting main program...
2024-07-01 04:43:42,315 | DEBUG | __main__ | Audio capture and processing wrapper started.
2024-07-01 04:43:42,315 | INFO | __main__ | Audio capture thread started.
2024-07-01 04:43:42,315 | DEBUG | root | Audio Stream Processor initialized | Sample Rate: 32000, Chunk Duration = 0.5 seconds
2024-07-01 04:43:42,315 | DEBUG | recorder.audio_buffer | AudioBuffer initialized with buffer duration: 40 secs, sample rate: 32000
2024-07-01 04:43:42,315 | INFO | recorder.audio_segment_manager | Audio segment manager initialized.
2024-07-01 04:43:42,323 | INFO | __main__ | Transcription worker process started.
2024-07-01 04:43:42,339 | INFO | recorder.audio_capture_processor | Audio stream opened successfully. Recording started.
2024-07-01 04:43:46,215 | DEBUG | __mp_main__ | Transcription worker started.
2024-07-01 04:43:46,215 | DEBUG | transcriber.transcriber_service | Transcriber service initialized.
2024-07-01 04:43:46,215 | DEBUG | transcriber.transcriber_service | Loading Whisper model: base
2024-07-01 04:43:46,215 | DEBUG | utils.load_model | Attempting to load the Whisper model: base
2024-07-01 04:43:47,849 | INFO | utils.load_model | Whisper model base loaded successfully.
2024-07-01 04:43:47,852 | INFO | utils.load_model | Loaded Whisper model onto CUDA (GPU).
2024-07-01 04:43:47,852 | INFO | transcriber.transcriber_service | Whisper model loaded successfully.
2024-07-01 04:43:47,852 | DEBUG | __mp_main__ | Transcriber model loaded.
2024-07-01 04:44:16,869 | INFO | recorder.audio_segment_manager | Speech detected for the first time.
2024-07-01 04:44:30,447 | INFO | __mp_main__ | KeyboardInterrupt caught in transcription worker.
2024-07-01 04:44:30,447 | INFO | utils.utils | Graceful shutdown initiated...
2024-07-01 04:44:30,447 | DEBUG | __mp_main__ | Transcription worker ended.
2024-07-01 04:44:30,878 | DEBUG | __main__ | Audio capture and processing stream has ended.
2024-07-01 04:44:31,143 | INFO | utils.utils | All processes and threads have been shut down.
2024-07-01 04:44:31,143 | INFO | __main__ | Main application terminated.
